system	dq	unadjusted	corrected
1mel	0	0.4580342075718711	0.4604360309594058
1mel	1	0.4514545464435531	0.4505689754812187
1mel	0	0.44712009336158787	0.4494404663671232
1mel	-1	0.4204222323669538	0.41970753666275173
1mel	0	0.4547931968364246	0.4571708588283695
1mel	0	0.44511755759784144	0.44742295599902576
1mel	0	0.33351967893979434	0.33506074056337476
1mel	0	0.36039309317743895	0.3620872193073741
1mel	0	0.35600391924732566	0.35767164308887445
1mel	0	0.37637850523595323	0.37817407383137863
1mel	0	0.3511463306148201	0.3527855066775409
1mel	0	0.4043704240265141	0.4063672213278415
1mel	0	0.43980239697985385	0.4420679943797106
1mel	0	0.3512760413825506	0.35291597082499143
1mel	1	0.4351262612090272	0.43432019796885657
1mel	1	0.4665232599737234	0.46558030404576345
1mel	1	0.4153232663293758	0.4146457081626285
1mel	0	0.39784898401666186	0.39979588451936127
1mel	0	0.38485170872575236	0.38670475195589604
1mel	0	0.2910754869430566	0.29240991626350715
1mel	0	0.3939932763679836	0.39591156604259314
1mel	0	0.3522788901365476	0.3539246606158295
1mel	1	0.4772983504593082	0.47632208048866626
1mel	0	0.43991100840934366	0.44217741998256743
1mel	0	0.37087366136029964	0.3726333140870544
1mel	0	0.43364670672859634	0.43586609248974234
1mel	0	0.33901660191487487	0.34058738420895446
1mel	0	0.4483176825246412	0.4506470059498739
1mel	0	0.42269681149190863	0.42483359619269606
1mel	0	0.39013471902018737	0.3920250378835829
1mel	1	0.4686646952886047	0.4677146435301396
1mel	0	0.4239103002939085	0.4260562689575987
1mel	0	0.4511947742655532	0.4535455860972805
1mel	0	0.7934431724124634	0.7983571989255333
1mel	0	0.4916113731913518	0.49426273974330026
1mel	0	0.2982953617063597	0.29966236109338784
1mel	0	0.4514763298628975	0.4538292435568264
1mel	0	0.4458360302903348	0.448146802523888
1mel	0	0.3479485780018046	0.3495693321397466
1mel	0	0.4400865166290492	0.4423542437666226
1mel	0	0.44416019758822917	0.4464584331973906
1mel	0	0.3685574115412788	0.3703022689551985
1mel	0	0.45932604947626593	0.46173749815524356
1mel	1	0.47388294647664764	0.47291660400581903
1mel	0	0.4361307548500093	0.43836880531569955
1mel	0	0.4216960514891147	0.42382525579211977
1mel	0	0.5045488532613394	0.507296186740434
1mel	0	0.4325285356697811	0.43473951174263653
1mel	0	0.4226329775524181	0.4247692789097292
1mel	0	0.39903247572701395	0.40098829530557567
1mel	0	0.4690115000499124	0.47149503268200016
1mel	0	0.3336063053559957	0.33514782948794564
1mel	0	0.40324089404692237	0.4052289615850274
1mel	0	0.33099304931351603	0.3325207017531058
1mel	0	0.437548270987974	0.43979696210484653
1mel	0	0.45310324489187814	0.45546830042629105
1mel	-1	0.48671314283283684	0.48571231178657936
1mel	-1	0.3825652635120821	0.3821537781549453
1mel	-1	0.2898984463852017	0.2898408760281503
1mel	-1	0.3606158281213192	0.36033344745022017
1mel	-1	0.29708868601470917	0.29701728812232475
1mel	-1	0.38958101831061875	0.38911914846132334
1mel	-1	0.4117666798669846	0.4111169779736342
1mel	-1	0.3237598164691626	0.32362215361295404
1mel	-1	0.40211619027151746	0.4015508254403226
1mel	-1	0.3908409564382117	0.39036949753720696
1mel	-1	0.39284576327143667	0.39235868910822697
1mel	-1	0.2865505517441616	0.28649892106696095
1mel	-1	0.18591316776885483	0.18594231416997986
1mel	-1	0.42955553495077187	0.42878158931670884
1mel	-1	0.15656474771988135	0.1565964030129037
1mel	-1	0.3711257752455516	0.3707865005720695
1mel	-1	0.25282019919388204	0.2528136060864042
1mel	-1	0.38426058715411954	0.3838373791840862
1mel	-1	0.30552723693085	0.305437592805458
1mel	-1	0.4286074667334742	0.4278392748493888
1mel	-1	0.38050751348907536	0.38010988639374227
1mel	-1	0.3208897086090134	0.3207604659868626
1mel	-1	0.2327193782433563	0.23272943549218045
1mel	-1	0.02583723268718033	0.025843998664317844
1mel	-1	0.22604886632534973	0.22606314251556864
1mel	-1	0.3918653263004032	0.39138594412024297
1mel	-1	0.37431020712989155	0.3739519791208429
1mel	-2	0.3541484903388534	0.3482893391872249
1mel	0	0.45575449606760465	0.458139326494821
1mel	0	0.3794315816147803	0.38124754406369665
1mel	-1	0.15007250240776657	0.1501040348778626
1mel	-1	0.0	0.0
1mel	-1	0.17982223581553225	0.179852373331258
1mel	-1	0.16648188514416598	0.16651329582783686
1mel	-1	0.3405226868556858	0.3403283645924903
1mel	-1	0.2258151938242541	0.22582960725300652
1mel	-1	0.3935103566151355	0.39301800723109065
1mel	-1	0.44188173180579776	0.44104030656765625
1mel	-1	0.3201993006204181	0.3200720324238828
1mel	-1	0.3266869048206423	0.3265402919634707
1mel	-1	0.343951365530069	0.34374371253223385
1mel	-1	0.40886871722472656	0.4082430088048571
1mel	-1	0.31199576668808515	0.31189051737563167
1mel	-2	0.3719130672616712	0.3653891284284556
1mel	-1	0.186978472835466	0.1870074170721999
1mel	-1	0.36406659580895967	0.3637664471588835
1mel	-1	0.009099600587682992	0.009101954530987806
1mel	-1	0.4341514156239887	0.43335077109522574
1mel	-1	0.3087693368795628	0.3086720556013383
1mel	-1	0.39428094516832063	0.3937824165758399
1mel	-1	0.44228722699018413	0.441443795407469
1mel	-2	0.39665858745744703	0.388994686690741
1mel	-1	0.33918926144665557	0.33899995278226824
1mel	-1	0.308032780337123	0.3079372660841112
1mel	-1	0.04679401741182086	0.046806336348244514
1mel	-1	0.38206002944650735	0.38165198388726124
1mel	-1	0.07972244723750219	0.07974306025509433
1mel	-1	0.3396296718981411	0.3394387176912182
1mel	-1	0.36169948391061424	0.36141161536228805
1mel	-1	0.3194877143272056	0.31936246077382263
1mel	-1	0.42670392843030486	0.4259475551254854
1mel	-1	0.4247232790789527	0.42397959218014114
1mel	-1	0.3887313394261195	0.38827584043530006
1mel	-1	0.30422349017415984	0.3041368161169995
1mel	0	0.5148620220539221	0.5176858431172418
1mel	-1	0.2587368516842235	0.25872407191363905
1mel	-1	0.8114623707150057	0.8108031836112667
1mel	-1	0.2500230800656797	0.2500191938161163
1mel	-1	0.4050821239892487	0.40448967213946874
1mel	-1	0.39786724453956446	0.3973390499120028
1mel	-1	0.3630887612511366	0.36279373462315284
1mel	-1	0.4148989075465965	0.4142245852804211
1mel	-1	0.39935139785394924	0.39881047556407645
1mel	-1	0.20676726788027658	0.20679070453183387
1mel	-1	0.39953098514838525	0.3989885043892888
1mel	-1	0.2259411484756312	0.2259554880160978
1mel	-1	0.3598343191403679	0.3595558450307737
1mel	-1	0.25112147482958236	0.25111654180078197
1mel	-1	0.45025295686245814	0.44937257295846345
1mel	-1	0.4007878699825386	0.4002343691394364
1mel	0	0.47878752314611844	0.48134370219367223
1mel	0	0.38297785099965703	0.3848179448922178
1mel	0	0.4954660526764319	0.4981460164886485
1mel	0	0.4431999561497482	0.4454910048120267
1mel	0	0.381569574940331	0.3834000278082365
1mel	0	0.33015606170826145	0.3316793062586626
1mel	0	0.3898958949262497	0.3917845036272153
1mel	0	0.42569963305781994	0.4278591289452809
1mel	0	0.42509383670516726	0.42724875474577967
1mel	0	0.4113165326952879	0.41336671805998654
1mel	0	0.39090397530475884	0.3927998191401153
1mel	0	0.450146088477701	0.4524890701203862
1mel	0	0.42023495978060094	0.422353085972902
1mel	0	0.38712427278645783	0.3889932097184197
1mel	-1	0.36500420206873146	0.3646990760426946
1mel	0	0.3138098308964563	0.31525022336870295
1mel	0	0.43836482994432613	0.44061964737043585
1mel	0	0.2635365404957945	0.26475501236868565
1mel	0	0.4436208749892172	0.4459150743527265
1mel	0	0.2974024248386883	0.29876534354583184
1mel	0	0.47376173947537503	0.47628058295887116
1mel	0	0.3784325324366581	0.3802417832275703
1mel	0	0.3502339100698429	0.35186780025187825
1mel	0	0.44204002630985156	0.44432238986432626
1mel	0	0.42415404289096675	0.42630185525517733
1mel	0	0.40292943055986175	0.4049150882632812
1mel	0	0.3762199775245856	0.3780144966049259
1mel	0	0.35473456478795773	0.3563947617288005
1mel	0	0.2847543450562981	0.2860610320411003
1mel	0	0.36475931300448605	0.3664803002884128
1mel	0	0.31433826689201255	0.3157812456060838
1mel	-1	0.2767253321357821	0.2766894508375446
1mel	0	0.44968122001914934	0.4520207298377652
1mel	0	0.3926899797162598	0.39459874923990607
1mel	-1	0.40336356628704056	0.40278685470027703
1mel	1	0.46630548694649576	0.4653632664415948
1mel	-1	0.37374751760180636	0.37339270035701827
1mel	1	0.3860988709829923	0.3856626316079882
1mel	0	0.3516370730663149	0.3532791019792361
1mel	0	0.36873471033149263	0.3704806937981795
1mel	0	0.2789033241434884	0.2801849490863594
1mel	0	0.32570937551199	0.32720948103013975
1mel	0	0.35616525168345353	0.35783393562565613
1mel	0	0.42100224922984025	0.4231261947100628
1mel	0	0.2840178795075667	0.285321379799885
1mel	0	0.3669780824367932	0.36871295595793857
1mel	0	0.4931298382230414	0.4957924706151432
1mel	0	0.38415107369579593	0.385999258854254
1mel	0	0.4366341385852968	0.43887596855472605
1mel	0	0.447355740127856	0.4496778745709071
1mel	0	0.3583391954334781	0.36002089332360415
1mel	0	0.33915535013868475	0.3407268925460147
1mel	0	0.39956594426098474	0.4015258057097625
1mel	1	0.45456323459831327	0.4536646865592425
1mel	0	0.4601215837486677	0.4625389584179668
1mel	0	0.4942601970084813	0.4969312152810065
1mel	-1	0.3855283596159112	0.3850962007235077
1mel	0	0.3887343818560627	0.39061470758837896
1mel	-1	0.29587359638549754	0.2958046418753988
1mel	0	0.34707405787907813	0.34868982394179526
1mel	0	0.4241028511860782	0.4262502763569098
1mel	0	0.29730412658363325	0.29866659699037124
1mel	0	0.4458407923390413	0.4481516001858154
1mel	1	0.4224696033433422	0.4217408539878288
1mel	0	0.42261456291311306	0.42475072483242493
1mel	0	0.44537002493800415	0.4476773118331482
1mel	-1	0.3857500655272728	0.38531632481981815
1mel	0	0.4449731178836417	0.44727743577569146
1mel	0	0.4186679837407527	0.420774213978121
1mel	0	0.283165432078797	0.2844652554865779
1mel	0	0.36395155214490926	0.36566752402297925
1mel	0	0.2690809011573786	0.2703217270462509
1mel	0	0.3880622142363703	0.38993777244317185
1mel	0	0.3000321152890753	0.301407094858319
1mel	0	0.4141167861091515	0.41618836874213344
1mel	0	0.46305119296080033	0.46549038183778774
1mel	0	0.3169494722293798	0.3184053179598511
1mel	1	0.5304086924502321	0.5293382791524388
1mel	1	0.4692816132826542	0.4683295624920429
1mel	1	0.35293271776783347	0.35268695499061437
1mel	0	0.3941487660469846	0.39606819653718556
1mel	0	0.37779383778326825	0.3795988173819856
1mel	0	0.36549073514691005	0.3672162821742474
1mel	0	0.2636520172624118	0.26487094989823745
1mel	0	0.37201161896366985	0.37377860826137826
1mel	0	0.251290072115486	0.25246080507788987
1mel	0	0.2720276484105619	0.27328055076342395
1mel	0	0.3566490638781443	0.35832063170893325
1mel	1	0.674220306161956	0.673235200964062
1mel	0	0.40797766160783794	0.4100022440480741
1mel	0	0.39377506188451133	0.39569175234702225
1mel	0	0.4167096603054528	0.4188010004388954
1mel	0	0.4505628240913852	0.4529089176591716
1mel	0	0.47350083686898436	0.4760177415390191
1mel	0	0.44680183462735196	0.4491198284533946
1mel	0	0.4079442411284297	0.4099685667619149
1mel	0	0.4180762805687967	0.4201780145769003
1mel	1	0.43569984178928184	0.4348906288264706
1mel	0	0.41027578751377153	0.4123180033031947
1mel	0	0.470887878137613	0.47338536168219936
1mel	0	0.8768454162727564	0.882396880592123
1mel	0	0.4857606332308919	0.4883685828401259
1mel	0	0.32692948579736475	0.328435894126003
1mel	0	0.47307771487074035	0.47559147510551464
1mel	0	0.4663874082125504	0.4688514237131899
1mel	0	0.35755044392486196	0.359227403510387
1mel	0	0.3541048210067051	0.35576130149584856
1mel	0	0.44807695128447517	0.45040447584415183
1mel	0	0.3735575501170405	0.37533457896042105
1mel	0	0.4073624995221172	0.40938235320583743
1mel	1	0.45695959642180684	0.4560514668024455
1mel	0	0.4678298657221304	0.47030461079060876
1mel	0	0.3577053995864371	0.3593832885472979
1mel	0	0.3785543434962382	0.38036441061306053
1mel	0	0.4348192995299444	0.437047498905717
1mel	0	0.3081368265745017	0.3095498215926892
1mel	0	0.4047412175905666	0.40674087744198234
1mel	0	0.27588441891650145	0.2771533374628103
1mel	0	0.4970868603592051	0.4997788473628915
1mel	0	0.4398821631768813	0.4421483585241196
1mel	0	0.45056712459702486	0.45291325027627416
1mel	0	0.4549146990204247	0.4572932671565257
1mel	0	0.381542853141543	0.3833731238178067
1mel	0	0.518977585774896	0.5218319316558239
1mel	0	0.5309692024750441	0.5339125074311987
1mel	0	0.4395285606957444	0.44179210519201906
1mel	0	0.25419528069222036	0.2553771404474156
1mel	0	0.40912272665799043	0.4111561013388765
1mel	0	0.4831688863321845	0.48575759763545445
1mel	0	0.44516525517798644	0.4474710103775894
1mel	0	0.45488551022462137	0.4572638606779194
1mel	0	0.47808213030016783	0.48063307040086856
1mel	0	0.34432582946856477	0.34592605707453744
1mel	0	0.3650827281630824	0.366805729486693
1mel	0	0.4325509500581923	0.4347620947585437
1mel	0	0.4497132471227899	0.4520529961487964
1mel	-1	0.4489819059632777	0.44810711566229944
1mel	0	0.39202226115689276	0.393926182078487
1mel	0	0.5065065929922268	0.5092684461277627
1mel	0	0.31187658502978954	0.31330756602307036
1mel	0	0.47888364531825717	0.4814405382344986
1mel	0	0.40094509131776745	0.40291546474757384
1mel	0	0.5381676324936351	0.5411643581473005
1mel	0	0.3291793011311113	0.33069742291873006
1mel	0	0.38930625139948855	0.39119064814223853
1mel	0	0.46234729055005724	0.4647812392863615
1mel	0	0.4263178893880061	0.4284820552983426
1mel	0	0.4182510325516623	0.42035409470996377
1mel	0	0.4136468273059702	0.4157148233738492
1mel	0	0.3524730548712275	0.3541199596092931
1mel	0	0.42728201933312887	0.4294534639406354
1mel	0	0.45953133135862007	0.4619443092968941
1mel	-1	0.31086886489150756	0.3107664412355585
1mel	0	0.5466736771259828	0.5497335528420537
1mel	0	0.4486629053797035	0.4509948082369661
1mel	0	0.3387340314169249	0.34030326722122384
1mel	-1	0.3580608733220952	0.3577911077966129
1mel	1	0.4503470840779537	0.44946629032792884
1mel	-1	0.47279340092884287	0.47183034571158594
1mel	1	0.42174976711839646	0.4210259053549366
1mel	0	0.3845910971922791	0.3864423311013077
1mel	0	0.38493292831115494	0.38678653597215773
1mel	0	0.3814241965246236	0.3832536585226899
1mel	0	0.3889478607581422	0.3908297045936297
1mel	0	0.5527285212208551	0.5558333684635794
1mel	0	0.3832778785705146	0.385120036467078
1mel	0	0.32168943205023875	0.3231690133655503
1mel	0	0.5640874376459575	0.5672767017870218
1mel	0	0.3656733603864914	0.3674000486466094
1mel	0	0.39422728740425067	0.3961472944081556
1mel	0	0.39050887531077755	0.3924018782941661
1mel	0	0.41244297060160007	0.414501771118164
1mel	0	0.4020075295788559	0.40398606346148247
1mel	1	0.44823754225555384	0.4473660794794387
1mel	0	0.43230973112496335	0.4345190609817224
1mel	0	0.47476620582883167	0.47729251307592013
1mel	-1	0.4547998437571898	0.4539003335795396
1mel	0	0.3434525349623053	0.3450478678741337
1mel	-1	0.32125873144074973	0.3211284254537872
1mel	0	0.6782046347609374	0.6822468798661175
1mel	0	0.4645342013103393	0.4669844279661538
1mel	0	0.43249373232932653	0.4347044465662202
1mel	0	0.36507451704994426	0.3667974671973344
1mel	1	0.4635755098912987	0.46264272969925546
1mel	0	0.44570068704992954	0.44801044708693655
1mel	0	0.4612892243910515	0.46371529504031384
1mel	-1	0.40288083648614187	0.4023085389829111
1mel	0	0.4557099706193639	0.45809446905829493
1mel	0	0.4741832763230115	0.476705252183689
1mel	0	0.3795052526697688	0.3813217115330154
1mel	0	0.43284292298395166	0.4350562640593173
1mel	0	0.3724189903984775	0.3741886170661971
1mel	0	0.4727764232605159	0.4752879443361138
1mel	0	0.4165082088438583	0.4185980157162897
1mel	0	0.43977116335066374	0.4420365266097665
1mel	0	0.4179472705063277	0.4200480238784543
1mel	0	0.41691084017767305	0.4190037112150673
1mel	1	0.4596018347612449	0.45868355019889007
1mel	1	0.44180498707652144	0.44096394299035563
1mel	1	0.3938253280848349	0.3933304611721082
1mel	0	0.3930324755660799	0.3949437396643289
1mel	0	0.2901691054798349	0.29149951330242063
1mel	0	0.31933415272134624	0.3208018780145713
1mel	0	0.44748278386894264	0.4498058678936368
1mel	0	0.3375099191653782	0.3390724791421697
1mel	0	0.3562954699657058	0.357964929415671
1mel	0	0.4104402858621876	0.4124837619514239
1mel	1	1.0	1.0
1mel	0	0.4843757375498941	0.4869734076875209
1mel	0	0.35199635279771646	0.3536404747186049
1mel	0	0.38361136414641667	0.3854558203790367
1mel	0	0.4633178119629442	0.46575898547185385
1mel	0	0.47724122652160844	0.47978592071949816
1mel	0	0.417135627158624	0.41923020840104785
1mel	0	0.34426373400929905	0.34586361290109197
1mel	1	0.5418357351205493	0.5407569512491066
1mel	0	0.45132148883143824	0.4536732466314659
1mel	0	0.48291941162829966	0.4855062708918405
1mel	0	0.8353947850890364	0.8406287846055477
1mel	0	0.4179761884957037	0.42007716169019993
1mel	0	0.3752670570401125	0.37705528671736566
1mel	0	0.4819550292093074	0.4845347287590436
1mel	0	0.42273976881485764	0.42487687877039215
1mel	0	0.4199918923221686	0.4221081742670943
1mel	0	0.30632713312619314	0.3077315268970456
1mel	0	0.45821264075561996	0.46061579378920586
1mel	0	0.3242300037555241	0.3257225133424235
1mel	0	0.33818375741918544	0.33974998749989926
1mel	1	0.49314538485635695	0.4921299753352733
1mel	0	0.5075864365781158	0.5103562983296318
1mel	0	0.35398741623285784	0.3556432051477162
1mel	0	0.43730165370617274	0.4395484940960081
1mel	0	0.40966999423553296	0.41170756663153196
1mel	0	0.5486280302817794	0.5517024198032556
1mel	0	0.4988512452270889	0.501556319759876
1mel	0	0.46646660997234063	0.4689312146752116
1mel	0	0.42537014166855563	0.4275271479154054
1mel	0	0.5347063808911495	0.5376774178364085
1mel	0	0.4631363909167832	0.4655762139930652
4idl	0	0.3202670163307231	0.32045719327461364
4idl	0	0.3483398118941883	0.3486250736313007
4idl	0	0.27380631366023184	0.27391301179491045
4idl	0	0.3509749138545816	0.35126954019377316
4idl	0	0.31751442052826206	0.3176972232637955
4idl	0	0.3537440893950082	0.3540482754971619
4idl	0	0.28015282896846966	0.2802662569455753
4idl	0	0.3659376254045357	0.3662814330608317
4idl	0	0.3474809401442028	0.3477630858256504
4idl	0	0.35199861874546673	0.35229681032734766
4idl	0	0.34998385411369803	0.35027499137086376
4idl	0	0.3556896511207629	0.3560004044880869
4idl	0	0.3160227808361001	0.3162017301921708
4idl	0	0.365401911957387	0.3657440427352742
4idl	0	0.3417713445460932	0.34203187628422405
4idl	0	0.34297408032667337	0.34323926886339695
4idl	-1	0.3510982489718579	0.3498508306343598
4idl	0	0.2877456389608025	0.28786891037783474
4idl	0	0.33066568707115024	0.33088694467028634
4idl	0	0.3589433322352794	0.3592648325352194
4idl	0	0.34573137653251945	0.3460070668451363
4idl	0	0.35948259677436634	0.3598058527487485
4idl	0	0.32228227214173555	0.32247806861558054
4idl	0	0.3512854953695243	0.3515812074233544
4idl	0	0.35342101730190223	0.35372410151581896
4idl	0	0.34413372561477357	0.34440338331030906
4idl	0	0.2901255843633707	0.2902523582351625
4idl	-1	0.2798545189123438	0.27885739316045244
4idl	0	0.2832938367550072	0.2834110949425152
4idl	0	0.39821034805458555	0.3986504835895915
4idl	0	0.22306139278604972	0.2231573191403247
4idl	0	0.358729035766933	0.3590498364871545
4idl	-1	0.3011784931955102	0.30012365754692527
4idl	-1	0.36021763049623057	0.3589332679953272
4idl	0	0.324634841907461	0.3248374395850859
4idl	-1	0.333133429840732	0.33197046891863374
4idl	0	0.362960303127753	0.3632947298321373
4idl	-1	0.33366302195376357	0.33249782913537046
4idl	1	0.30596086429420866	0.3048921181701394
4idl	0	0.2902332451067085	0.29036018223560284
4idl	0	0.2841780234714585	0.2842964209055657
4idl	0	0.3557006243351024	0.3560114144244083
4idl	0	0.3172577307616172	0.31743986330208523
4idl	0	0.3528055022815007	0.3531064777220996
4idl	0	0.36563071125749924	0.36597355878050547
4idl	0	0.3533215829139782	0.35362432731006255
4idl	0	0.3012753669077061	0.3014213373749447
4idl	0	0.3536485584156957	0.35395241904462543
4idl	1	0.38420142649276556	0.38284541643853487
4idl	0	0.40028364205487466	0.40072983718608757
4idl	1	0.3695678078978642	0.36825165473075533
4idl	0	0.3533968342772492	0.3536998358751887
4idl	0	0.3997280918902219	0.40017266338511365
4idl	-1	0.3329179570872023	0.33175589821838614
4idl	0	0.32760933042042917	0.32782090745920955
4idl	-1	0.2941718030605206	0.29313655768724023
4idl	0	0.34058674390804927	0.34084276649598894
4idl	0	0.3378349903081424	0.33808084056644744
4idl	0	0.319351642130465	0.319539328500135
4idl	0	0.35828598081455526	0.35860533166020575
4idl	-1	0.38063981418188053	0.3792925226211238
4idl	1	0.39205199613464775	0.39067874875186365
4idl	0	0.3682897358685552	0.36864085437254795
4idl	0	0.36443187446803205	0.36477095687407907
4idl	0	0.35240832392554566	0.3527079318590688
4idl	0	0.34011059562793544	0.3403648280044801
4idl	0	0.24594495656542603	0.2460368864744049
4idl	0	0.36751771032912434	0.3678664381155591
4idl	0	0.2935202671068617	0.29365239221001804
4idl	1	0.37789605109561153	0.376555886942214
4idl	0	0.35881647825107127	0.35913756456298374
4idl	0	0.2944342787108179	0.29456791718734354
4idl	-1	0.35024802099078745	0.3490043945421667
4idl	1	0.3604300907996596	0.3591449422800694
4idl	1	0.2961266134861696	0.2950859831066364
4idl	0	0.3410150957438649	0.3412727397039379
4idl	0	0.3494898715307534	0.34977925520566255
4idl	0	0.22356433379209062	0.22366002967066462
4idl	0	0.2919496667210441	0.29207926352683444
4idl	0	0.3671798072995728	0.36752748603952673
4idl	0	0.3568653843707906	0.35718005323607843
4idl	1	0.4054237502931296	0.4040267335457554
4idl	0	0.334413233118072	0.3346470086661493
4idl	-1	0.32454026968102967	0.323410884900391
4idl	-1	0.3315136245402409	0.33035736177861913
4idl	0	0.3129195282661992	0.31309077562839
4idl	1	0.35332854990875395	0.35207148313245445
4idl	0	0.2846627419704285	0.2847817754485301
4idl	-1	0.31551198466171615	0.3144136515696912
4idl	0	0.32774008759132395	0.3279520692681648
4idl	-1	0.3122538100874857	0.31116588536535283
4idl	1	0.3756040062077049	0.3742700832659733
4idl	0	0.30599998822398944	0.3061555438158575
4idl	1	0.3663270500864274	0.3650212926526843
4idl	0	0.37330148990987033	0.3736679454305802
4idl	0	0.351076366454395	0.35137134784198776
4idl	0	0.34369691178270456	0.34396489534859276
4idl	0	0.3635305946398177	0.3638668302449224
4idl	0	0.3001016148119028	0.3002453413416754
4idl	0	0.332519854382717	0.3327472147925035
4idl	0	0.3760688906855877	0.37644370108373915
4idl	0	0.3041690245097864	0.30432075930436314
4idl	0	0.33420698379880937	0.3344400514404827
4idl	0	0.2889529352847518	0.28907795803304254
4idl	0	0.36483260563742964	0.36517294926532734
4idl	-2	0.4177856082809302	0.4106862835697944
4idl	-1	0.31196573255721277	0.31087871106494824
4idl	-1	0.36053624022862946	0.3592507001800217
4idl	-1	0.19953706041661406	0.19875530365778085
4idl	-1	0.3416480492072896	0.3404463204089816
4idl	-1	0.2863507895609298	0.2853366042970354
4idl	-1	0.34474223766885936	0.34352481459558853
4idl	-1	0.33824482028569647	0.33705937175884787
4idl	-1	0.27814393375449914	0.2771512548720966
4idl	-1	0.35681129913402543	0.3555399818599969
4idl	-1	0.3245978991010556	0.3234683037991853
4idl	-1	0.3238636374888447	0.322736711431173
4idl	-1	0.26531578044933063	0.26435613278232933
4idl	-2	0.29717121124738516	0.292613693155573
4idl	-1	0.16863529245926204	0.16794881103295448
4idl	-1	0.32965926569737086	0.32851044604357765
4idl	-1	0.14356040371880976	0.1429581094094554
4idl	-1	0.3085179819827942	0.30744157556021756
4idl	-1	0.24543659362902032	0.2445282387364685
4idl	-1	0.36237572024037	0.3610835183981329
4idl	-1	0.36954996723343553	0.3682338695975433
4idl	-1	0.3383901066116667	0.33720398597955265
4idl	-1	0.37297696037742795	0.3716505266520393
4idl	-1	0.3545512992779411	0.3532891193094219
4idl	-1	0.3051399684330901	0.30407364666959386
4idl	-1	0.31539468855083186	0.3142967366112848
4idl	-1	0.2575167171655362	0.2565770882265166
4idl	-1	0.24936810974220835	0.2484495220144766
4idl	-1	0.3205595742705622	0.31944432760666935
4idl	-2	0.31414831102853097	0.30929187849849143
4idl	-1	0.35609044221578395	0.35482199623913585
4idl	0	0.32934805614309703	0.3295650830562346
4idl	-1	0.04602320852979485	0.04580845340967758
4idl	-1	0.12191995971760074	0.12139542807959335
4idl	-1	0.28110421406723507	0.2801038292431373
4idl	-1	0.29272767649072245	0.2916963746259337
4idl	-1	0.33627890994214765	0.3351023693248063
4idl	-1	0.34314971998913485	0.34194042660868185
4idl	-1	0.34217802095423416	0.34097365055267703
